12,17,21,22,24
2,6,8,12,38
5,8,11,16,33
0,9,26,27,34
4,6,11,13,35
2,6,26,27,35
2,9,12,21,37
2,14,21,32,37
2,16,17,20,38
3,4,5,11,20
5,22,23,26,39
12,13,17,22,31
5,14,23,34,38
4,10,12,26,33
1,5,7,31,33
12,27,29,33,34
5,19,20,22,39
4,14,19,32,33
9,20,27,33,38
0,3,9,16,39
5,19,25,36,37
1,3,16,23,34
3,4,6,7,37
4,9,23,37,38
4,10,25,37,38
2,4,8,14,23
7,11,20,37,38
2,5,18,35,38
8,17,20,27,37
10,27,29,32,37
5,11,12,23,25
4,6,24,30,32
1,6,8,18,31
5,6,11,22,29
3,26,29,30,32
6,23,25,26,27
5,16,21,23,33
20,25,30,36,39
5,22,30,34,35
1,5,17,27,28
9,10,13,16,25
5,8,10,15,33
3,25,29,30,33
3,8,21,24,35
4,12,18,23,28
0,1,6,22,27
0,7,16,31,35
7,12,20,25,30
2,3,15,36,37
0,4,9,22,29
1,12,18,19,29
0,2,8,27,34
6,7,8,21,25
10,14,22,23,37
2,4,12,18,38
12,19,20,26,33
4,10,13,30,34
0,3,4,20,22
6,18,25,31,35
2,17,22,23,26
2,15,19,25,26
10,11,13,19,23
12,19,21,27,34
0,2,9,26,34
0,5,6,32,39
9,11,17,19,36
1,5,12,22,35
14,23,24,33,37
27,28,31,36,39
9,13,29,33,39
2,7,31,32,34
3,9,24,35,37
10,17,21,24,33
15,16,22,30,34
5,14,24,29,38
4,13,15,17,30
7,10,14,25,37
10,15,19,27,35
13,17,22,23,33
4,11,36,38,39
7,11,12,16,19
4,10,12,20,24
13,23,33,37,39
7,12,18,30,38
2,9,11,15,24
7,12,24,27,33
2,6,15,16,31
0,14,23,24,36
2,4,5,14,30
0,4,9,12,19
16,18,21,32,36
0,5,16,20,37
6,9,19,25,30
11,15,17,27,36
29,30,33,35,36
6,26,34,35,38
1,7,10,11,39
19,23,30,36,37
3,19,33,36,37
3,12,15,30,31
