1,3,10,12,26,28,29
4,11,15,16,18,21,22
0,3,9,15,22,24,29
2,5,13,18,23,24,29
2,3,8,11,15,22,23
0,1,20,23,24,25,26
10,11,15,16,19,23,29
0,15,18,21,23,25,26
5,7,9,12,16,17,28
0,15,19,22,23,28,29
7,9,14,22,24,27,28
5,13,16,17,19,22,28
0,2,3,10,11,20,29
2,6,8,9,11,23,26
0,1,6,9,15,20,21
0,8,9,20,21,25,27
2,3,4,7,8,16,29
2,5,7,10,11,13,18
11,16,17,18,19,24,29
4,10,11,12,14,23,29
0,7,15,17,20,22,25
3,4,5,16,19,21,24
9,10,12,13,20,23,28
1,3,13,14,17,18,23
3,4,8,9,15,18,21
2,3,5,12,15,21,26
1,8,11,22,23,26,29
7,9,11,15,18,20,21
0,4,5,16,18,20,23
1,6,7,8,12,21,29
5,7,9,13,17,24,28
4,8,12,13,14,17,22
0,2,3,6,9,14,15
2,5,16,17,18,22,28
4,16,17,18,22,25,29
2,12,15,16,17,18,20
0,1,5,9,13,16,27
0,3,11,16,18,20,25
3,5,7,14,21,25,26
0,2,6,12,16,18,26
7,8,14,20,24,27,28
0,6,7,14,18,20,29
3,7,8,17,20,28,29
0,3,10,19,23,26,28
8,13,14,23,24,28,29
4,9,12,14,19,20,26
1,6,12,13,14,21,28
5,7,10,11,18,21,24
3,7,8,13,18,24,27
2,5,10,14,17,20,28
2,4,7,11,23,27,28
5,10,11,13,14,17,18
8,10,14,17,19,23,27
3,5,13,17,18,22,23
0,1,5,17,18,22,25
0,1,9,21,23,24,27
7,11,12,14,15,17,28
3,11,12,14,16,18,29
3,14,15,16,17,20,24
0,5,6,13,15,26,29
2,12,13,19,22,25,28
2,3,14,18,21,23,26
1,6,8,13,15,20,23
3,10,20,22,23,27,28
1,3,5,7,8,9,29
2,7,19,20,25,26,28
1,5,8,14,18,23,28
0,5,14,16,18,26,27
11,19,21,23,24,25,26
2,3,10,13,18,21,26
9,10,11,12,18,19,26
1,2,10,12,14,17,19
6,12,14,19,25,26,28
0,1,3,5,8,12,24
6,8,12,17,19,21,23
7,11,13,17,19,21,25
5,8,10,15,23,25,26
1,2,9,11,13,16,29
3,6,12,14,15,23,28
5,7,10,11,14,15,27
2,3,5,7,20,25,28
3,9,12,19,22,24,26
0,7,8,11,14,23,27
4,6,11,14,16,18,19
4,10,12,22,23,24,28
2,6,7,11,17,24,28
6,11,15,20,21,22,29
6,9,10,15,23,25,29
2,9,12,14,15,23,26
2,5,8,11,12,15,27
5,11,14,18,19,22,26
3,4,11,15,23,25,28
1,2,15,16,21,23,27
2,3,8,17,20,21,22
3,5,11,15,20,26,27
0,1,4,5,10,13,27
1,4,9,12,14,22,25
1,3,7,8,22,25,28
8,16,20,21,26,27,28
0,5,12,16,18,20,29
