50,275
81,145
14,465
28,426
195,478
185,436
316,357
186,366
36,481
11,142
70,248
123,141
135,443
172,336
22,245
46,333
361,497
30,191
156,473
47,156
142,398
77,155
94,363
20,377
161,230
99,308
85,274
243,326
82,162
327,413
162,389
151,232
45,174
90,108
269,293
441,447
217,474
242,423
44,342
277,387
72,279
75,88
122,303
147,390
288,443
275,293
37,109
392,419
44,284
227,289
273,299
134,195
69,494
278,411
191,235
201,494
348,409
123,491
250,325
338,450
433,440
161,253
112,359
32,77
226,316
130,263
111,204
228,343
85,493
146,456
88,410
33,267
117,351
145,199
95,321
437,464
370,378
375,410
74,435
354,404
13,479
18,497
39,56
235,412
248,370
177,257
120,303
304,349
263,382
115,329
165,481
340,369
134,339
276,465
409,416
79,440
64,95
274,384
319,485
341,469
205,300
14,22
292,329
434,475
203,492
180,186
19,397
332,454
362,489
51,72
72,372
203,350
19,457
126,200
10,463
372,424
171,394
49,80
67,443
401,429
89,316
135,462
15,107
177,330
274,442
84,276
260,263
207,434
157,488
177,494
62,100
312,437
3,231
280,394
268,350
203,296
315,359
87,448
11,108
213,225
350,429
285,314
29,343
46,157
234,325
123,154
158,214
112,285
191,431
119,153
281,287
176,430
74,81
145,384
303,461
164,269
27,74
37,350
92,334
124,418
105,428
15,280
173,249
158,163
190,335
230,386
460,466
27,110
309,473
316,397
81,113
116,246
113,355
94,215
97,168
67,113
30,152
100,379
219,445
342,397
4,126
383,497
116,352
196,241
48,184
371,470
111,322
107,125
142,240
215,347
173,486
23,98
25,89
63,455
290,382
26,66
30,335
142,347
374,430
155,348
112,254
136,189
295,392
417,437
267,435
225,408
160,299
82,145
113,270
138,279
105,180
30,448
49,191
151,174
60,80
329,491
270,486
449,472
42,403
156,499
185,282
10,170
251,311
75,333
72,424
71,287
430,483
87,112
146,401
154,381
129,340
378,493
416,436
276,309
180,455
117,470
128,432
113,369
453,483
41,194
65,412
285,424
146,205
270,341
0,473
156,394
224,277
144,494
43,143
347,435
65,282
4,357
173,335
18,408
326,464
233,439
164,243
335,428
242,320
135,416
228,387
445,488
21,289
108,251
221,480
53,288
372,493
243,323
29,240
104,311
43,146
45,311
33,214
411,477
346,461
34,290
93,238
180,478
80,194
157,455
107,203
427,439
162,478
95,453
21,257
99,148
278,420
158,398
251,379
27,292
183,198
353,418
53,234
483,495
120,199
209,258
84,437
445,480
294,320
130,341
131,151
19,44
7,346
72,129
164,315
133,340
359,445
59,193
390,472
100,253
164,449
324,456
75,203
124,205
14,314
40,51
320,474
161,191
371,428
257,435
124,140
83,388
187,470
243,434
335,491
181,452
88,168
207,496
103,405
296,449
5,138
189,469
355,429
220,467
55,363
130,345
57,327
81,200
43,420
32,459
206,376
179,269
291,385
183,443
73,357
16,392
20,454
89,478
34,294
127,432
176,203
156,172
174,302
60,420
178,244
302,454
220,234
177,397
65,248
154,334
419,484
238,362
86,90
323,353
148,481
59,461
92,320
34,59
92,324
9,243
230,436
66,374
225,376
89,140
141,350
19,182
141,356
218,415
92,140
113,210
111,205
70,306
168,328
412,467
172,277
266,311
90,98
102,390
255,275
38,180
234,243
45,151
454,474
96,402
26,315
98,316
17,288
35,158
68,123
229,486
184,207
419,443
409,410
26,438
16,172
99,353
83,246
159,254
84,159
352,419
200,449
138,331
32,421
198,230
146,332
143,256
189,272
475,499
111,364
4,152
134,231
312,355
475,477
110,126
139,431
127,476
304,446
61,442
112,338
97,122
247,383
48,416
58,232
58,157
219,296
69,215
265,422
350,498
232,465
8,160
419,452
63,232
224,243
24,406
424,458
140,410
19,157
429,475
273,349
167,231
90,343
361,487
396,483
74,98
276,436
78,291
249,389
301,421
258,424
70,257
68,138
317,370
317,393
80,241
186,353
39,164
238,264
292,475
146,358
109,350
107,220
83,253
45,416
164,470
85,295
310,381
124,483
142,158
41,430
195,220
288,380
16,415
120,437
319,449
141,469
153,451
10,206
207,329
194,389
13,327
165,427
99,351
277,351
81,444
38,80
214,466
173,218
67,155
6,106
38,430
