1,5,14,25
9,11,16,17
5,11,20,27
11,13,14,29
11,12,20,23
4,9,13,27
16,19,21,22
6,13,16,26
10,19,25,28
0,19,20,27
5,6,22,23
6,9,20,26
8,10,11,15
4,8,13,15
1,14,23,25
6,12,13,27
22,23,27,28
12,14,15,28
2,3,6,25
3,6,16,23
14,23,24,28
7,11,14,18
7,12,24,26
5,16,19,24
7,16,21,23
1,5,18,25
13,15,21,24
4,13,24,26
1,6,16,18
5,19,23,25
0,11,15,16
5,11,13,15
2,14,16,24
13,21,24,29
20,21,25,26
18,25,26,27
1,13,17,23
0,16,18,24
2,4,10,15
15,23,27,29
4,17,26,28
7,12,25,29
3,7,13,23
12,13,23,29
2,6,12,26
9,10,20,27
7,13,16,20
12,19,25,26
0,13,19,20
9,10,13,16
5,14,19,28
4,6,15,25
2,14,19,20
12,18,23,28
12,18,26,29
1,5,6,7
0,9,21,25
14,16,20,27
1,2,10,27
1,4,23,26
7,13,23,25
0,3,4,14
1,4,7,9
0,10,11,17
4,14,18,28
3,18,22,25
9,12,13,29
5,11,20,24
2,13,22,25
9,10,11,26
4,7,15,23
5,6,15,18
0,11,20,28
6,12,20,23
2,3,9,19
0,2,4,26
3,7,19,20
0,12,20,27
9,20,24,27
2,4,13,16
1,6,7,12
2,8,25,27
3,16,17,27
0,1,4,11
1,22,24,27
3,8,19,24
1,11,17,29
0,23,28,29
0,14,16,17
1,5,13,22
2,22,25,28
8,10,13,24
7,22,24,28
0,2,3,28
0,3,18,23
13,15,25,27
6,19,22,24
1,11,16,27
2,8,10,24
17,19,23,24
