2,7,8,14,20,27,28
0,2,5,13,18,21,28
9,14,18,19,23,27,28
0,5,9,10,11,16,22
0,14,15,17,18,27,29
3,7,9,15,17,19,24
0,2,12,15,17,19,20
0,1,7,12,17,19,21
0,2,14,15,24,25,29
0,4,15,23,25,28,29
3,6,7,10,12,14,15
8,14,17,22,23,27,28
8,10,14,16,19,21,27
2,3,5,15,17,27,28
4,9,10,16,21,23,24
11,15,19,20,21,22,29
1,2,14,17,21,26,27
0,2,6,9,13,21,27
6,12,16,20,22,23,25
5,12,14,16,21,26,27
0,1,2,7,23,24,26
7,9,14,22,25,27,28
4,8,12,20,22,25,29
0,3,7,9,14,17,24
1,4,9,19,20,23,27
4,6,8,15,20,24,25
0,3,7,11,21,25,27
0,1,5,9,12,14,24
0,12,13,15,19,23,29
8,9,13,18,20,24,27
2,3,10,13,15,21,26
2,13,17,19,20,21,25
0,6,10,14,22,26,27
0,1,2,11,16,17,18
3,5,6,7,10,14,18
2,5,6,7,16,21,23
3,9,13,17,18,20,21
5,8,10,15,20,26,29
2,4,9,15,20,26,28
3,4,5,13,20,21,29
2,4,12,19,21,25,26
1,2,3,9,14,17,25
6,8,13,17,25,28,29
8,18,19,21,22,25,29
3,9,10,15,16,17,20
3,5,6,7,18,25,29
1,8,14,17,19,21,23
0,2,3,11,25,26,29
4,14,18,19,22,27,28
0,6,12,18,25,26,27
1,9,11,15,17,25,28
3,6,8,15,21,23,24
5,15,16,21,22,23,27
1,2,13,20,22,24,27
3,4,13,15,17,18,23
1,6,9,10,18,19,28
0,2,6,7,12,13,14
0,2,3,6,14,26,29
7,9,12,14,18,25,29
0,5,7,8,21,27,28
0,1,15,16,23,25,28
1,6,8,10,25,26,29
2,8,11,15,19,25,27
2,4,10,14,18,22,28
0,2,14,24,25,27,29
1,3,7,17,20,21,22
0,4,14,23,25,26,29
1,4,11,13,25,26,29
3,4,5,12,15,20,28
5,20,21,22,25,27,29
1,7,14,17,21,22,27
14,21,24,25,26,28,29
4,8,9,15,17,24,28
3,10,15,18,20,25,26
1,2,4,6,12,14,29
1,3,4,6,7,24,29
6,13,14,20,23,26,27
3,8,17,19,20,21,27
4,7,8,14,22,23,29
0,11,12,21,24,25,26
6,9,14,15,16,18,28
0,5,12,15,18,19,24
1,4,9,13,14,20,27
8,10,15,18,21,24,26
0,2,4,8,16,22,29
0,9,10,16,17,19,24
11,12,15,18,22,26,29
5,9,13,18,19,21,24
0,5,9,14,16,19,23
0,2,13,15,20,23,25
5,11,13,17,18,25,29
2,9,11,18,22,28,29
6,8,13,15,18,27,28
8,10,11,16,20,24,26
3,4,6,7,13,21,26
7,9,14,16,26,28,29
3,4,5,6,14,16,22
0,6,10,14,19,24,27
11,15,16,22,23,26,28
1,2,6,7,15,22,24
