13,28
16,20
26,29
6,19
20,29
15,26
1,20
0,24
10,24
4,10
3,20
20,25
0,11
3,26
6,13
22,25
11,16
27,29
17,25
0,16
28,29
11,25
5,18
2,8
2,4
20,21
21,24
13,20
5,26
0,17
9,17
9,29
4,16
12,27
18,19
4,29
10,20
8,17
6,17
21,27
15,22
14,21
27,28
3,10
1,8
4,6
10,29
14,15
6,29
1,6
23,25
19,26
3,4
5,25
0,26
11,15
16,28
7,13
8,28
11,29
1,10
6,27
12,13
20,27
16,17
14,20
2,27
5,23
19,22
15,19
25,27
2,20
0,9
1,5
8,11
2,3
4,13
2,10
3,22
19,29
17,26
13,18
15,28
15,18
2,25
7,25
13,23
0,6
10,21
14,26
21,26
21,29
6,16
2,9
21,25
13,21
22,23
9,15
17,19
21,28
