8,15,28,32,39
13,17,18,25,31
10,15,22,26,39
1,15,16,27,37
20,24,29,36,37
12,15,29,33,36
2,17,25,26,29
5,7,21,27,31
9,19,20,25,26
4,16,30,35,38
5,11,12,25,33
6,20,28,34,39
1,9,11,13,23
12,13,24,29,33
15,20,21,25,36
8,15,19,22,39
4,15,21,24,38
11,16,20,21,22
1,9,17,19,31
3,13,17,26,31
3,13,14,30,31
5,11,19,22,25
1,2,11,17,21
18,19,28,29,35
3,12,13,32,36
3,18,19,22,29
4,8,19,21,37
2,13,22,29,33
13,16,24,32,34
11,13,17,20,21
3,4,10,14,35
14,19,25,29,32
1,15,25,29,36
1,22,26,34,35
1,7,22,24,25
18,21,29,31,36
9,24,25,33,36
1,6,7,12,21
3,4,10,11,35
22,23,28,37,38
2,14,25,29,34
10,13,14,21,29
2,6,8,17,26
15,16,20,32,35
10,11,22,31,36
2,7,21,23,39
6,7,9,23,34
7,16,17,21,31
17,18,22,23,35
1,8,13,30,32
0,3,13,14,20
10,12,14,36,37
2,3,20,23,29
8,20,22,26,35
0,8,10,26,35
8,12,22,30,31
4,5,9,28,37
2,5,10,14,21
15,16,28,30,38
2,15,26,27,36
4,5,10,36,37
7,10,25,29,33
9,11,12,14,35
8,14,22,24,28
4,14,16,27,38
3,5,9,16,33
22,26,28,29,38
2,20,21,37,39
17,20,22,24,26
9,11,21,23,30
6,7,26,34,36
9,15,16,33,39
2,3,11,18,33
0,11,21,27,39
0,5,8,14,21
8,22,27,38,39
2,13,29,35,38
3,9,18,35,36
13,17,25,26,38
7,8,9,36,38
21,25,33,34,37
4,8,11,33,37
2,5,11,18,29
2,10,11,27,31
5,17,18,32,36
0,4,11,21,23
4,7,28,30,33
14,16,32,36,38
8,16,17,25,33
5,19,24,26,33
7,11,15,20,21
4,12,20,28,36
1,14,16,28,31
2,11,17,20,30
7,12,20,29,30
3,6,21,27,37
2,6,23,26,38
7,9,24,30,31
9,17,23,34,38
5,7,9,27,35
