21,33,34
19,22,25
6,19,34
10,16,29
10,27,40
7,8,28
21,24,36
13,37,45
11,27,44
13,38,43
40,41,49
16,25,27
20,21,42
13,16,37
17,18,42
3,10,39
5,14,27
2,20,42
14,18,34
0,33,39
3,42,46
23,33,39
16,27,36
16,22,23
9,10,38
4,26,41
6,29,49
29,30,40
17,30,33
16,30,33
3,7,17
2,8,17
40,44,49
12,32,34
12,39,42
6,20,39
5,10,13
3,19,32
1,16,30
28,33,49
8,22,23
28,32,38
29,39,44
7,9,11
14,26,47
0,9,42
18,40,46
6,7,38
1,35,47
3,9,19
16,35,42
15,29,49
6,15,39
7,14,39
5,27,39
3,22,48
6,19,25
20,36,39
1,40,45
6,14,33
3,11,47
3,5,37
27,39,48
4,8,35
9,25,37
5,10,28
4,46,47
23,24,49
7,35,44
10,20,25
18,26,32
12,19,45
9,18,19
28,37,46
0,16,37
8,17,32
3,21,48
6,11,26
14,15,45
1,10,36
4,18,49
8,26,29
13,21,33
7,17,27
5,10,38
2,8,29
20,27,31
4,11,43
11,33,43
16,19,32
6,20,43
33,34,42
11,28,42
11,44,45
33,38,46
18,26,49
6,13,33
13,28,30
8,27,28
18,29,31
