35,42
17,42
9,38
32,47
38,42
1,25
3,24
29,45
12,16
43,44
38,47
28,42
12,43
18,40
5,14
19,30
17,24
21,25
37,47
6,27
10,21
21,36
23,24
6,11
18,44
25,41
25,43
2,12
10,27
14,24
30,38
33,38
28,43
38,39
19,47
1,5
1,31
24,47
1,16
5,40
6,41
9,39
23,44
16,33
1,14
18,34
6,15
31,49
11,44
32,45
15,38
9,14
11,43
30,34
20,29
0,37
31,33
3,35
2,36
28,40
9,17
8,9
34,39
0,22
18,49
22,42
1,2
18,47
6,7
0,26
11,32
31,46
0,29
13,32
9,46
23,49
12,29
2,15
6,46
21,49
45,48
7,44
22,23
14,15
2,45
29,33
3,48
10,24
20,26
1,3
5,28
0,6
5,11
9,20
14,49
32,36
0,48
31,44
36,38
42,44
36,49
4,48
36,44
46,48
1,45
30,49
20,39
22,40
9,15
13,33
28,38
36,46
25,46
3,41
33,47
10,16
20,41
16,39
16,46
18,27
13,16
10,47
26,46
9,34
0,43
29,31
5,42
6,24
4,40
2,42
2,17
17,48
1,44
31,32
3,14
8,25
1,46
10,26
23,47
15,33
26,48
10,33
20,34
28,34
23,45
4,44
12,24
36,47
8,11
4,49
25,37
15,18
16,48
21,37
0,16
4,22
25,38
28,30
6,8
20,42
19,20
22,39
25,48
8,23
27,33
14,33
1,7
3,11
1,29
41,46
28,33
24,43
7,39
13,31
11,47
6,45
3,43
24,30
26,32
24,26
14,30
22,34
13,38
3,29
20,48
32,37
2,27
18,28
32,48
18,41
21,44
38,48
2,46
20,37
30,43
25,28
37,49
17,41
8,21
36,42
28,35
31,40
21,33
34,48
0,30
37,45
5,39
27,49
0,7
1,24
16,32
9,13
4,10
4,28
6,17
23,39
8,10
10,34
3,6
0,35
10,25
45,47
10,31
5,12
32,33
43,49
16,47
0,17
48,49
19,24
5,33
19,45
5,13
29,37
15,24
18,22
32,43
7,24
12,35
13,44
3,28
8,19
44,46
7,27
4,30
4,27
7,21
8,12
34,38
18,25
3,33
5,23
29,49
19,25
23,31
0,34
3,22
22,30
22,45
24,27
12,28
27,44
7,33
2,40
5,18
24,49
19,39
1,32
27,28
7,31
21,45
13,35
12,20
12,17
11,27
37,40
1,23
19,23
17,38
24,29
5,34
13,25
7,47
6,12
10,32
20,32
19,26
32,46
10,12
24,44
6,32
22,48
21,38
0,27
1,21
1,43
44,47
43,46
21,26
11,31
4,33
1,41
20,40
18,46
9,37
17,18
15,31
32,40
5,30
31,41
34,37
6,22
23,27
25,26
4,43
17,26
23,46
19,46
7,15
3,21
4,25
35,46
7,46
28,46
8,33
38,46
23,37
5,32
3,26
6,39
13,42
15,17
14,22
7,19
16,21
3,7
6,33
13,27
47,48
0,20
45,46
0,10
6,26
5,19
38,49
22,46
11,38
22,33
37,46
3,39
8,45
40,47
2,21
43,48
2,25
13,39
23,38
30,32
3,23
6,42
7,29
0,23
5,49
15,22
17,19
2,22
15,19
7,23
27,37
31,39
31,35
14,46
21,43
11,30
20,49
0,8
23,33
31,37
1,36
17,20
43,45
5,24
3,30
8,37
0,4
10,49
30,47
9,47
30,33
11,15
12,19
12,49
27,46
6,36
18,38
19,29
1,27
4,23
28,47
15,46
14,16
11,35
2,9
25,39
19,27
28,36
14,32
33,44
39,47
21,23
12,40
22,32
4,34
3,13
1,40
22,26
4,19
17,37
17,21
11,13
8,16
0,21
1,38
14,23
9,18
6,48
7,25
28,41
33,43
7,35
8,43
4,45
24,39
10,28
16,37
25,29
21,27
1,34
21,31
33,48
38,43
20,24
4,42
33,41
11,46
14,25
2,24
14,43
12,23
0,44
12,45
5,21
10,30
9,16
14,27
19,40
2,13
27,40
11,29
17,45
9,31
12,46
30,31
5,43
8,48
42,43
1,49
4,32
15,26
24,32
25,36
6,13
41,44
20,43
13,48
3,9
26,27
0,12
0,32
16,23
2,48
1,48
40,42
27,42
25,27
18,36
8,32
9,41
31,38
11,49
0,42
17,39
18,32
3,15
4,35
40,46
12,39
7,10
16,44
11,33
