1,10,20,22,24,25,27
1,5,8,16,18,21,28
2,5,16,17,19,21,27
1,3,4,6,11,21,23
8,9,13,15,21,27,29
0,9,17,20,21,25,29
1,4,9,14,15,17,26
0,7,13,17,22,24,29
0,5,10,20,24,28,29
0,7,10,12,16,19,23
0,2,3,16,17,27,29
4,8,9,12,15,23,24
5,14,16,18,19,21,23
6,13,18,21,25,26,29
1,2,3,11,16,20,27
0,2,5,10,14,16,17
6,13,17,19,26,28,29
2,4,7,11,21,24,27
6,10,15,17,20,27,28
1,5,7,8,11,19,28
2,3,9,11,13,24,25
3,9,11,13,17,22,28
3,5,11,15,18,19,27
3,5,8,18,21,22,28
1,8,10,11,19,24,25
10,11,13,15,18,22,27
6,9,10,11,12,19,25
1,2,12,15,21,22,29
3,5,10,18,19,28,29
1,4,11,15,18,22,28
3,9,10,11,15,17,26
3,4,9,11,15,19,22
5,8,15,16,19,22,26
2,4,8,12,13,23,25
0,1,5,18,24,28,29
0,6,8,10,16,22,27
6,9,10,17,18,21,24
3,4,7,13,15,17,28
3,6,14,15,17,27,28
8,10,14,16,18,27,28
1,3,5,7,10,23,24
6,7,8,10,12,19,21
2,8,14,16,21,27,28
4,8,10,20,22,23,24
1,2,9,17,19,21,29
0,8,9,16,19,20,22
2,5,7,21,23,24,27
0,5,14,16,18,19,29
1,3,12,13,16,23,27
0,2,3,8,12,17,20
1,8,10,15,17,22,23
5,6,12,15,21,24,26
3,5,12,15,23,27,29
3,9,10,11,16,24,25
0,1,5,13,14,21,28
2,6,13,19,24,28,29
0,7,9,12,14,25,26
2,10,11,17,21,23,28
1,4,5,16,19,27,28
1,2,3,6,20,23,24
2,6,13,15,22,26,29
0,2,6,8,10,15,22
0,2,3,22,23,26,28
0,7,11,15,21,25,27
14,17,24,25,26,28,29
0,2,8,10,12,21,24
3,4,6,17,19,27,29
0,1,3,11,12,18,20
0,4,8,14,15,18,20
0,8,15,18,21,27,29
6,8,10,11,16,17,22
3,9,13,19,23,24,26
0,4,13,17,20,27,29
6,9,10,13,16,22,26
0,3,4,12,24,28,29
0,3,10,11,13,15,28
3,14,17,19,25,26,29
1,4,7,10,18,21,22
1,12,16,20,25,28,29
1,10,13,18,22,23,24
4,8,9,11,15,22,24
2,16,20,23,24,25,26
11,15,16,21,24,26,28
2,7,8,12,20,24,28
0,4,15,19,24,28,29
1,3,10,11,14,16,24
4,5,13,16,18,28,29
1,2,7,9,12,24,25
2,6,13,20,21,25,26
0,1,2,5,14,20,23
3,6,7,14,17,25,27
7,11,17,20,23,25,28
1,2,6,10,16,23,25
1,4,7,10,12,26,27
5,6,8,12,19,21,22
2,6,14,15,25,27,28
7,11,17,18,19,22,24
0,2,4,12,20,27,29
3,7,12,14,19,26,29
9,16,17,18,19,23,25
