5,6,13,15,17,26
1,4,8,11,24,25
0,6,13,14,21,24
2,5,6,8,14,24
3,4,7,11,18,20
3,11,14,20,21,28
0,5,8,10,23,25
1,3,9,13,17,28
1,10,14,19,21,29
9,16,17,18,19,25
4,6,16,24,27,29
3,4,9,11,12,26
2,7,8,15,19,27
3,4,11,12,13,15
1,10,13,22,24,27
2,3,5,6,11,28
5,8,11,13,19,26
8,10,11,12,20,28
7,11,12,16,25,28
2,4,6,7,16,21
0,11,16,18,20,26
2,3,5,22,24,28
5,8,16,17,23,27
4,6,13,15,18,28
11,12,15,16,17,21
9,11,19,22,24,25
9,11,14,20,24,28
4,7,13,22,23,24
3,10,14,15,21,29
2,5,6,9,24,25
0,2,8,15,25,27
0,3,5,11,22,28
9,13,15,21,23,25
0,8,11,14,18,26
1,2,7,13,16,25
0,9,14,16,21,26
2,12,13,17,21,23
8,9,14,24,27,29
0,9,10,12,18,25
12,16,18,20,23,24
1,7,8,15,22,26
2,11,13,21,24,27
5,9,12,14,22,24
6,18,19,24,28,29
5,8,9,21,27,28
4,8,12,15,19,26
13,15,16,23,24,27
0,5,9,15,17,26
2,3,4,23,26,29
2,3,4,9,10,21
3,4,6,10,23,29
10,16,18,22,23,24
1,4,6,7,9,23
2,8,12,13,17,21
2,14,16,19,22,24
0,5,6,13,24,26
0,1,4,6,7,15
7,9,10,17,20,21
6,11,13,14,17,24
2,4,5,18,20,29
0,14,17,19,20,22
1,7,8,14,16,26
20,21,23,24,26,28
2,9,10,11,20,22
6,8,9,11,16,25
1,7,11,20,21,23
2,4,7,13,14,25
2,6,11,15,24,25
4,7,15,18,21,23
3,5,7,15,18,29
3,13,18,20,21,23
1,8,18,22,26,29
1,10,12,18,20,29
3,13,14,19,22,28
0,1,2,4,22,27
0,10,13,17,20,25
0,6,11,15,22,28
1,8,11,12,15,23
0,5,18,19,23,26
2,5,7,14,17,25
3,4,6,11,21,24
9,14,17,21,27,29
2,10,21,24,27,29
4,11,13,17,24,25
4,6,8,9,27,28
5,14,17,19,23,24
1,2,3,13,24,29
1,15,17,21,26,28
3,5,12,14,16,21
6,13,14,18,24,28
3,6,12,21,25,28
3,7,8,17,20,21
1,5,12,20,22,27
7,11,14,18,24,29
5,12,19,22,24,29
3,6,14,23,25,26
2,7,11,16,18,28
15,16,18,26,27,28
0,3,10,12,27,28
1,3,5,20,24,27
