1,6,12,17,26,28,29
4,7,13,19,24,26,29
0,1,11,18,21,22,28
0,2,5,9,18,20,28
0,1,4,9,10,14,20
2,3,4,8,9,14,16
4,8,14,18,19,24,26
0,6,14,15,20,21,23
3,7,10,15,21,26,29
3,4,13,14,17,18,26
2,3,11,12,15,17,28
1,4,6,7,9,13,28
2,4,9,18,23,26,29
2,8,16,17,18,22,23
0,1,2,8,10,22,23
0,7,12,16,22,24,26
1,2,7,8,18,23,27
6,7,14,19,21,25,27
3,4,10,16,19,24,25
8,9,10,19,21,26,28
6,7,8,10,14,16,22
7,10,16,18,23,26,27
3,4,10,13,14,16,28
3,8,11,17,19,25,26
1,4,8,11,18,26,29
2,4,11,17,25,26,28
0,7,8,18,22,24,28
4,11,22,23,24,27,29
5,7,8,9,18,23,27
1,8,13,18,19,20,26
0,1,9,13,15,16,20
4,7,15,17,18,25,27
0,3,7,11,13,25,26
3,5,11,21,23,27,28
3,4,6,18,20,22,26
3,4,6,12,17,26,28
1,8,15,17,19,24,26
4,6,9,16,21,24,28
2,6,7,13,18,20,27
1,3,7,8,17,18,25
4,13,14,15,17,18,25
2,3,13,18,19,24,29
1,4,5,9,17,22,24
2,3,5,18,20,28,29
0,3,7,8,10,12,23
2,7,11,13,14,24,27
0,1,5,12,14,26,29
6,11,15,18,21,23,28
4,5,7,8,11,23,27
7,9,11,20,24,26,29
3,5,10,13,16,26,27
4,6,18,22,23,27,28
0,9,11,12,13,17,23
3,11,15,17,24,25,26
0,6,11,13,16,22,27
0,1,6,7,15,21,26
1,2,5,11,17,23,25
3,4,5,7,8,10,28
10,11,14,15,20,24,25
8,9,10,20,23,26,28
1,3,8,11,12,22,26
3,7,11,16,19,20,22
4,7,9,10,14,17,24
0,9,11,14,16,23,29
0,5,6,12,21,23,24
0,11,19,21,23,27,28
2,13,14,16,18,21,29
0,1,13,19,20,26,29
12,15,17,18,20,28,29
2,7,13,14,18,23,25
5,9,10,19,20,23,29
1,3,4,6,19,21,26
9,12,13,19,26,27,28
2,3,4,9,12,13,21
1,2,6,7,12,18,20
2,5,8,9,16,21,22
3,6,7,8,14,25,29
12,14,15,16,18,20,24
4,5,6,7,22,25,29
2,6,10,16,17,18,26
3,4,5,8,9,16,18
0,3,5,11,12,18,29
2,6,9,21,25,26,29
1,5,6,12,26,27,28
1,4,9,15,18,22,26
8,9,11,21,23,26,27
2,5,8,11,16,18,24
1,8,9,10,14,16,28
2,6,13,14,15,20,22
2,5,7,16,18,24,28
1,3,13,14,21,23,24
1,7,12,20,21,25,26
13,16,19,23,24,28,29
0,1,8,16,18,22,26
0,8,11,15,21,28,29
10,12,19,20,21,26,28
0,3,9,12,15,23,24
1,2,4,11,14,23,26
1,2,8,11,13,20,24
8,9,12,16,20,22,26
