21,488
84,137
20,83
90,444
243,399
246,303
84,109
149,332
81,126
96,326
290,457
282,335
428,464
300,407
340,347
82,304
128,298
77,191
120,299
70,157
262,347
67,226
431,448
27,310
119,391
12,158
312,469
70,379
25,454
25,228
305,377
214,378
0,138
96,186
161,290
194,254
155,342
89,281
43,400
220,354
181,499
38,338
84,92
117,154
140,439
15,99
329,392
112,181
93,348
386,453
291,418
38,471
163,177
39,402
82,262
263,393
437,449
211,229
173,413
43,299
451,491
388,473
396,469
257,333
353,428
175,391
63,352
237,326
26,44
304,399
126,191
81,310
110,162
100,289
341,448
167,489
421,478
137,201
96,219
211,239
471,477
150,199
153,270
360,439
343,484
345,425
7,108
148,457
253,257
192,372
44,386
0,156
197,349
32,357
258,385
147,179
74,88
370,449
271,294
282,495
9,363
178,274
92,105
57,314
213,366
65,117
405,451
126,310
224,484
106,133
77,385
368,486
95,354
59,276
81,393
102,130
331,432
144,475
266,491
197,353
26,294
422,462
271,286
116,206
42,371
236,263
300,400
77,269
256,329
388,425
335,468
113,452
95,137
307,316
36,119
229,361
235,432
174,459
376,450
68,244
55,206
155,416
273,381
14,236
109,315
52,434
31,232
40,237
31,168
22,294
79,482
208,302
73,390
204,467
36,69
155,303
259,346
32,431
156,202
10,24
33,174
331,449
36,372
102,489
333,456
251,281
431,495
68,168
474,492
4,143
276,363
264,492
71,355
340,428
210,477
84,341
49,162
257,390
223,372
227,245
300,329
8,466
262,351
26,82
247,268
63,485
421,423
37,432
195,332
349,444
107,351
135,446
78,170
229,326
42,306
207,454
117,143
202,272
138,334
13,358
179,463
41,216
221,498
248,398
12,263
266,379
62,358
199,265
128,198
339,416
10,429
189,192
112,162
65,343
265,294
79,392
98,262
375,449
24,171
165,307
59,134
69,340
234,348
263,369
238,295
45,400
157,268
83,220
315,468
173,399
150,195
425,491
374,377
140,356
114,218
106,405
80,171
338,364
48,282
471,472
222,447
166,480
181,309
161,454
107,257
91,408
324,406
16,21
16,328
339,345
149,456
168,221
156,167
98,449
365,390
123,292
290,307
143,482
284,287
62,110
154,312
178,336
208,479
146,164
227,481
272,374
280,358
311,348
376,465
216,345
151,381
55,311
194,364
123,397
85,150
202,414
157,283
150,488
215,388
92,395
28,434
105,365
203,272
269,283
166,208
298,480
383,460
107,436
177,451
292,340
14,26
186,294
22,321
338,374
93,251
481,489
315,415
302,365
244,486
143,170
98,113
150,194
189,324
20,95
137,192
78,159
339,445
211,353
283,440
183,300
117,356
54,398
116,209
144,422
71,102
188,425
471,492
218,253
186,462
45,411
74,430
225,293
14,150
5,304
206,213
179,421
93,104
211,478
130,284
190,238
86,237
324,431
225,323
292,299
49,345
28,125
206,222
274,388
413,441
375,485
36,485
16,352
110,496
8,458
78,311
178,203
60,427
23,206
241,253
304,356
54,211
164,453
249,462
346,460
336,486
438,481
163,362
243,486
312,317
248,309
432,456
425,448
226,242
20,186
274,476
75,110
82,460
108,173
195,256
11,430
40,293
297,358
265,479
0,34
102,475
195,238
88,252
118,242
63,266
93,140
133,205
151,427
69,349
46,318
181,355
7,295
136,173
132,224
222,223
139,292
50,159
74,211
137,461
36,165
34,299
70,391
290,368
271,497
112,128
285,482
250,449
236,252
94,146
132,443
324,409
183,241
26,425
254,403
156,225
72,133
161,484
466,472
248,325
439,463
1,237
134,312
220,302
144,375
218,276
449,463
46,474
195,234
274,465
146,165
73,406
271,350
162,288
153,271
103,422
93,222
166,339
142,228
277,453
204,480
197,363
98,284
220,417
184,197
293,391
287,434
93,417
400,464
271,480
210,287
194,366
229,327
118,453
158,175
280,305
56,293
421,499
280,420
289,342
201,387
459,479
127,426
374,455
17,135
33,382
280,310
90,154
79,400
109,404
137,202
233,270
64,126
286,440
282,304
100,153
33,402
133,354
0,425
262,380
197,437
170,246
254,464
87,364
16,190
411,452
272,286
25,322
368,394
160,416
113,484
158,210
58,416
120,438
314,460
104,234
6,356
206,232
185,364
207,465
230,238
220,318
251,301
86,424
337,477
62,334
129,217
