78,198,266,390
29,65,207,229
275,296,370,412
3,98,144,446
57,126,208,270
251,277,315,319
144,340,394,423
141,144,230,364
86,137,220,332
51,196,280,415
122,137,280,371
70,176,336,387
426,461,477,494
115,190,202,205
5,259,355,412
14,126,230,475
38,199,207,430
171,189,244,345
69,282,384,452
15,249,262,326
28,264,334,459
19,70,127,316
128,252,254,443
176,227,293,373
81,115,487,494
36,188,203,441
98,201,350,390
40,215,229,338
70,73,379,459
145,163,281,423
0,98,177,447
25,139,205,234
172,256,464,483
60,85,133,215
101,130,209,260
102,303,403,435
18,261,397,420
20,191,315,499
105,325,330,348
102,109,454,475
16,126,219,487
116,214,331,471
25,197,425,465
76,296,373,389
74,110,236,491
67,130,288,437
59,155,346,434
42,290,293,423
11,98,195,461
235,392,397,418
15,64,324,444
130,158,258,388
8,110,235,430
118,201,255,377
197,235,238,373
266,359,460,494
37,223,357,377
195,282,283,385
24,72,106,162
177,198,343,456
285,362,366,447
274,361,370,413
73,219,382,454
69,265,326,435
1,77,148,439
17,283,296,440
72,87,333,373
124,171,353,377
166,219,292,410
37,179,455,467
3,14,211,448
70,240,387,448
70,88,437,474
21,27,300,357
10,16,318,349
298,319,377,440
33,191,271,446
0,191,253,308
209,257,329,419
117,317,363,405
147,151,174,342
67,383,411,484
168,257,355,461
3,42,365,405
54,194,366,452
10,26,78,291
124,144,230,483
36,39,176,447
9,117,331,430
16,193,345,378
73,200,339,406
65,109,161,294
101,158,283,497
95,385,443,495
101,175,235,496
190,310,367,457
129,180,365,493
33,56,85,456
58,163,315,424
216,282,470,498
102,141,471,498
253,302,321,431
2,411,460,465
55,109,184,320
16,262,338,376
112,164,242,440
85,107,309,427
40,253,305,337
45,323,432,440
88,187,449,471
39,103,131,378
104,185,476,477
119,192,381,423
153,333,387,416
31,320,347,351
120,130,131,333
6,57,90,485
31,47,223,274
119,294,404,443
120,185,326,466
72,404,450,481
104,369,477,487
88,349,424,470
76,300,422,499
176,280,303,375
103,106,242,423
52,54,160,432
34,164,224,311
114,141,331,360
131,137,319,402
35,138,191,494
125,151,264,315
18,66,360,464
50,146,333,441
9,60,180,226
40,67,89,183
304,379,393,440
13,51,91,234
11,285,344,488
70,98,156,249
350,467,468,497
65,287,296,449
271,277,421,497
10,95,310,499
144,284,309,448
67,101,357,435
41,73,265,296
203,295,372,410
91,127,194,382
174,177,259,494
62,185,290,479
50,62,116,245
47,222,227,271
38,132,211,249
175,225,303,477
93,148,193,319
75,94,213,393
326,390,405,418
193,207,352,367
151,361,406,470
67,333,404,498
70,167,186,259
177,340,358,408
112,136,310,381
191,290,317,372
215,282,406,470
18,63,64,72
32,145,191,307
57,264,282,307
225,256,368,443
34,37,209,344
59,128,311,326
75,121,155,282
165,196,263,351
108,203,371,447
135,263,413,431
54,202,236,459
218,309,342,356
42,89,93,148
77,173,198,313
85,195,200,312
25,145,372,428
33,73,144,385
37,82,266,330
158,170,178,406
164,184,247,259
120,167,446,458
93,189,372,398
173,234,245,254
11,88,101,436
176,337,390,402
96,170,204,432
185,368,387,444
8,158,186,384
103,131,234,466
0,126,177,331
253,379,383,450
157,190,457,488
95,102,257,426
68,228,374,496
4,118,189,255
26,257,320,401
25,34,385,390
69,306,404,483
208,325,386,387
117,197,306,436
5,271,298,483
67,91,389,450
25,281,374,478
82,177,247,422
72,229,464,476
240,249,404,484
83,211,238,374
77,129,157,490
149,336,442,483
125,194,317,331
176,311,364,469
65,93,107,465
197,244,382,475
96,222,431,456
44,50,105,270
7,75,88,425
47,88,104,129
137,338,418,480
28,92,106,215
20,100,250,335
27,45,106,266
108,115,179,325
28,93,186,252
40,67,349,487
167,189,231,492
170,181,277,393
30,204,211,444
295,368,412,422
18,351,407,443
158,213,370,403
36,66,220,355
16,47,388,489
80,249,396,459
7,362,417,448
38,236,266,497
173,182,491,494
270,362,450,472
18,31,84,396
33,214,402,445
115,247,402,435
17,86,340,407
27,112,131,311
67,138,141,369
0,169,331,440
263,274,459,483
193,229,287,359
62,116,307,344
83,146,161,202
64,68,234,485
10,33,213,232
122,288,380,430
105,239,402,442
50,72,330,381
85,118,130,345
100,272,312,410
76,379,423,474
183,217,271,423
105,111,174,450
41,124,132,439
81,151,341,367
310,378,409,424
56,268,287,307
11,79,119,181
208,233,318,335
92,137,152,392
19,127,194,208
54,125,253,441
128,139,246,287
74,85,196,406
255,258,289,475
67,84,202,326
95,177,198,397
31,40,159,297
327,360,366,368
11,39,299,473
169,246,291,376
212,311,415,416
78,224,302,342
14,196,328,361
58,99,386,454
15,227,274,473
16,84,175,397
89,282,290,297
65,209,286,487
68,76,347,482
33,59,272,344
185,278,437,462
24,105,298,406
28,50,159,445
52,165,204,481
11,84,382,463
57,123,167,401
96,205,270,426
209,260,296,422
102,210,418,465
37,447,473,475
215,460,467,474
42,179,348,496
155,234,309,493
19,127,152,357
1,50,125,290
185,205,299,481
124,319,373,428
87,182,221,454
49,69,193,256
9,15,426,495
102,161,289,303
154,220,271,346
208,222,372,453
115,211,332,410
46,136,258,388
237,265,287,324
15,184,318,331
179,215,236,439
32,135,164,311
50,83,246,465
254,369,370,490
24,184,372,460
30,67,269,369
61,217,418,484
89,366,392,445
23,139,317,465
229,274,315,442
301,326,355,481
117,146,182,276
33,75,230,459
106,260,325,453
104,247,303,449
210,408,452,482
138,176,239,317
30,251,305,386
105,360,374,498
106,159,374,428
67,296,391,440
119,144,249,396
98,278,315,439
173,190,237,320
152,222,269,345
206,221,295,476
16,104,107,188
212,252,255,478
57,107,245,415
47,71,99,107
56,312,349,390
53,65,361,378
134,140,340,409
210,277,308,488
10,113,401,498
6,458,482,497
46,336,436,497
31,251,408,435
34,152,263,275
94,194,272,491
111,150,292,368
67,175,176,404
200,203,299,469
284,301,382,386
1,12,137,309
57,60,153,313
67,89,184,434
139,175,247,480
20,24,123,410
10,38,226,375
352,384,406,476
158,227,335,411
88,306,348,411
94,174,289,407
138,230,398,413
26,117,446,465
50,55,62,79
138,151,155,341
132,195,216,484
102,151,276,441
207,215,248,386
242,254,312,430
4,166,214,218
13,261,461,476
85,184,362,391
271,299,325,345
17,209,212,492
149,187,274,276
267,268,297,346
28,326,369,470
36,165,208,297
125,191,262,485
70,139,253,305
115,162,399,408
9,178,480,493
87,137,428,431
17,58,389,398
44,287,293,306
1,123,233,323
85,226,330,379
145,306,378,461
114,279,287,450
128,158,230,252
14,175,179,446
57,63,132,415
191,284,295,350
29,62,106,182
0,96,418,471
139,292,368,430
66,100,229,321
14,17,237,333
268,324,327,366
204,389,397,439
54,110,123,212
136,238,268,457
276,375,469,484
63,180,291,345
313,315,365,371
22,88,125,363
43,71,165,180
79,220,273,485
223,297,319,450
229,299,351,468
36,156,275,411
144,148,386,453
208,240,268,467
205,254,364,395
58,263,326,425
268,401,405,429
39,208,450,460
164,311,380,431
33,81,344,399
139,208,250,298
12,82,108,438
273,314,414,437
51,202,291,465
72,325,428,496
40,45,305,440
49,160,402,494
105,163,451,469
59,181,415,492
94,129,323,468
62,184,319,433
305,324,375,474
126,405,438,481
154,248,288,291
19,110,342,381
99,241,247,348
47,176,219,460
28,298,382,394
47,136,164,172
139,269,330,410
1,23,439,443
144,347,450,499
29,46,272,323
183,201,277,459
102,141,318,422
72,233,462,484
167,289,372,400
130,144,208,224
18,154,332,408
148,156,348,422
418,429,447,471
36,74,132,228
173,292,296,319
14,235,458,483
8,193,253,270
107,433,439,484
14,237,264,379
120,194,215,410
12,102,326,435
126,260,291,391
228,237,307,308
91,261,409,459
22,228,244,467
109,133,257,411
88,130,422,449
118,191,480,488
275,286,287,397
74,79,241,474
16,142,210,430
50,238,341,415
171,220,306,340
162,227,358,385
21,130,483,490
2,373,401,437
258,315,316,413
21,296,332,402
40,126,131,404
32,84,133,450
113,147,193,255
26,208,282,367
125,357,393,430
5,37,212,446
13,69,173,374
46,72,107,403
13,89,112,450
16,166,296,496
49,266,366,409
14,140,354,449
212,328,410,450
75,150,177,480
130,146,339,399
28,307,433,498
85,378,422,470
35,239,288,385
185,253,441,478
8,54,87,123
61,362,441,463
85,245,303,364
194,196,276,299
14,266,445,459
60,196,234,286
95,368,455,494
89,177,254,393
191,192,232,453
24,270,312,323
98,181,270,469
37,385,429,467
123,128,141,273
92,107,200,204
164,246,371,430
86,216,302,478
8,156,382,462
94,190,388,490
10,99,100,462
99,238,267,474
346,357,433,446
65,269,279,464
149,234,294,390
149,282,322,374
94,187,238,450
38,71,324,428
15,62,316,416
47,234,249,329
8,95,120,235
348,359,433,469
66,141,308,430
29,376,402,428
61,316,332,489
110,172,292,326
23,46,263,472
37,78,297,477
169,178,315,385
228,279,330,375
264,269,327,481
27,70,77,489
37,320,375,422
137,251,360,421
253,268,283,451
81,95,301,477
20,79,320,369
187,382,438,496
4,90,217,427
168,183,373,400
212,408,440,444
18,183,205,338
107,201,324,340
301,425,451,495
0,40,92,424
77,97,154,212
39,184,444,466
127,144,205,412
153,269,394,421
236,355,396,456
78,187,259,413
26,72,128,309
79,94,216,334
95,157,281,499
244,269,277,480
235,395,458,461
24,261,449,492
4,285,384,400
131,279,391,480
156,162,169,391
27,327,357,404
95,418,434,441
69,110,305,381
34,188,432,472
170,182,184,265
164,358,415,460
25,203,343,359
173,179,227,392
62,202,387,446
94,129,328,466
47,79,344,441
38,83,138,335
71,81,97,342
20,49,124,358
118,236,275,416
148,163,254,486
