3,9,31,36,37
0,26,29,32,34
0,5,7,9,33
6,9,22,32,34
7,9,13,29,35
0,12,13,23,36
17,18,21,35,36
0,3,7,18,33
1,9,14,24,38
7,9,19,23,37
3,7,11,14,24
13,14,33,36,37
2,4,20,35,38
0,7,16,21,37
4,10,23,24,35
1,3,30,32,39
2,13,21,33,35
0,14,16,24,38
10,19,20,34,35
0,2,25,30,37
3,19,21,28,36
15,17,19,27,36
3,21,22,24,39
10,11,13,31,37
12,14,26,29,35
0,6,26,29,36
5,21,25,30,35
11,13,22,27,29
0,2,18,22,27
9,17,28,33,38
20,21,26,30,32
4,8,15,29,36
2,4,7,10,26
2,6,16,28,37
11,15,19,24,29
9,13,22,27,35
3,9,12,13,20
16,26,28,38,39
4,21,25,30,37
3,9,11,20,28
16,20,24,26,34
2,10,17,30,38
6,10,19,36,38
18,22,25,30,37
4,14,21,24,27
8,9,13,17,18
5,8,31,32,39
1,2,22,38,39
1,3,12,31,32
4,10,14,30,31
3,8,9,25,26
5,13,17,22,26
3,18,28,36,39
15,18,21,23,28
5,23,31,33,35
2,17,18,32,37
2,6,15,22,26
0,1,3,18,24
9,12,24,27,38
2,10,24,32,35
12,13,21,24,36
4,15,22,36,37
0,4,15,23,27
2,6,18,19,25
6,11,14,16,24
2,11,19,30,35
13,16,21,28,30
1,7,12,25,34
0,14,19,26,30
5,12,13,18,19
2,3,14,29,30
4,7,11,21,30
9,18,20,35,38
4,7,11,30,39
3,7,11,20,34
1,11,14,26,32
3,7,12,20,22
1,13,32,35,38
10,16,31,34,38
2,4,9,10,33
0,20,23,26,32
3,5,6,9,22
8,15,24,28,30
4,10,19,34,36
4,7,26,31,32
13,16,29,34,35
3,4,32,33,37
3,21,24,36,38
4,23,25,29,30
1,5,18,24,28
0,4,8,15,16
5,17,22,31,32
11,19,22,31,33
3,11,25,27,37
0,5,10,30,33
0,4,27,34,37
14,21,25,28,32
0,6,33,35,37
7,22,25,31,37
2,16,31,32,35
