11,21,27,35
0,18,20,38
14,17,38,39
0,16,25,33
4,15,29,39
0,18,22,32
4,5,8,33
13,17,32,39
3,13,30,36
3,19,26,37
10,13,30,39
18,27,35,39
6,8,19,29
13,22,25,37
11,25,31,33
16,24,28,39
2,18,36,39
0,4,19,27
0,7,9,30
4,14,20,36
6,7,26,38
1,4,8,23
4,6,14,38
0,7,26,30
13,15,17,35
5,7,10,26
13,14,18,30
12,13,19,33
6,8,9,23
3,9,13,17
11,16,22,30
2,11,24,37
4,7,11,14
3,11,12,36
10,11,15,24
5,13,18,20
7,16,20,28
0,4,9,38
8,15,30,37
3,9,14,17
0,2,29,35
6,17,33,35
9,10,22,38
5,12,38,39
4,21,28,34
6,7,8,32
9,14,21,34
1,16,24,39
0,11,20,38
3,18,21,25
4,15,23,37
0,2,5,34
9,16,18,35
16,23,27,37
5,6,10,32
4,9,12,15
13,20,28,34
0,4,6,36
9,10,11,28
11,17,18,21
8,17,29,39
1,15,18,36
12,17,23,31
12,13,33,37
3,18,32,39
5,7,14,23
13,15,23,36
6,18,32,33
13,17,25,38
5,16,35,39
8,13,31,39
8,25,34,39
12,13,20,26
17,31,33,39
16,29,30,33
11,22,29,31
1,3,6,22
5,7,13,20
1,31,35,39
0,18,20,28
18,25,28,31
12,18,21,37
0,13,20,32
3,7,17,20
7,20,21,38
12,17,20,25
1,16,26,35
5,12,16,25
2,18,28,36
8,15,19,32
6,13,18,21
3,5,33,36
3,14,19,24
9,11,23,29
6,8,9,33
10,11,24,36
14,19,22,38
17,27,33,34
6,7,14,22
18,26,30,36
0,1,8,38
4,22,27,36
16,18,27,31
16,22,24,26
10,12,17,34
3,23,26,39
0,7,27,32
10,11,24,37
5,17,19,32
4,23,24,33
14,17,34,37
1,2,11,25
16,18,22,32
6,13,32,35
8,10,13,26
6,10,14,36
9,14,24,39
10,16,26,33
16,28,33,39
5,7,15,27
15,28,31,36
11,14,26,27
5,24,26,30
1,10,16,24
4,22,29,31
4,30,33,39
0,21,29,35
7,10,19,32
7,8,16,19
8,24,25,36
0,28,30,38
7,9,25,30
5,18,27,34
12,29,30,38
11,12,27,33
9,33,36,38
3,11,18,34
