n,k,method,total_time_init_candidates_set,total_time_update_bounds,total_time_compute_pdf,total_time_determine_next_question,total_time_llm_response,total_time,api_calls
1000,2,Naive,,,,,,1631.0857516370277,2861
1000,2,Max_Prob,0.0014271736145019531,0.0005650520324707031,8.590505361557007,0.0011789798736572266,575.2899383821067,583.8836149491843,1006
1000,4,Naive,,,,,,52653.748214702326,77937
1000,4,Max_Prob,0.497051477432251,2.073739767074585,3105.732625246048,34.41947388648987,1304.3131996311076,4447.036090008152,2280
1000,6,Naive,,,,,,50173.24289591456,87552
1000,6,Max_Prob,0.03139662742614746,0.3608992099761963,865.1001772880554,10.48199725151062,2973.533287795334,3849.5077581723026,5205
1000,8,Naive,,,,,,59257.448390224905,103222
1000,8,Max_Prob,0.0020334720611572266,0.9446911811828613,2420.6785576343536,59.581297874450684,5977.737847147632,8458.944427309681,10467
1000,10,Naive,,,,,,66313.34532402329,115247
1000,10,Max_Prob,0.0019152164459228516,2.580930471420288,6842.987694740295,895.6841952800751,12447.513128975725,20188.767864683963,21794
