d,value,time_rel
0,0.6,1.6354131698608398
1,0.6000000000000001,0.6605812666588433
2,0.30000000000000004,0.5371083098658698
3,0.4,0.3879141458855822
4,0.6,0.5359458923339844
5,0.7000000000000001,0.7515222141147944
6,0.6000000000000001,0.47940030876581297
7,0.5,0.5866982603102935
8,0.6,0.5381040573120117
9,1.0,0.5014688152388043
10,1.0,0.418796907335961
11,0.9,0.5732418644573164
12,0.4,0.6575710773468018
13,0.5,0.6469050052581532
14,0.2,0.5702510277404051
15,0.2,0.5412892472816134
16,0.6,0.7057509422302246
17,0.0,0.3993209950618819
18,1.0,0.5518634788105267
19,0.30000000000000004,0.7820388756964549
20,0.4,1.1996710300445557
21,0.0,0.639867640216674
22,0.0,0.6563683869902732
23,0.1,0.7825548595672384
24,0.6,0.7454278469085693
25,0.5,0.4662607791849347
26,0.1,0.5555820464857183
27,0.9,0.440390712188352
28,0.6,0.5459411144256592
29,0.2,0.48254455492504456
30,0.7000000000000001,0.5176649744136927
31,0.9,0.6083630352243972
32,0.5,0.4792299270629883
33,0.30000000000000004,0.5648667178940925
34,0.7000000000000001,0.41528390480557775
35,1.0,0.6183220198154863
36,0.5,0.4091010093688965
37,0.6000000000000001,0.6508080839794459
38,0.8,0.5203252316910548
39,0.5,0.6729926467899763
40,0.4,0.5121350288391113
41,0.7000000000000001,0.6665753717954961
42,0.1,0.24485089011532196
43,1.0,0.48106571195580444
44,0.3,0.6159331798553467
45,0.9,0.3963298241810168
46,0.8,0.4208114937215278
47,0.8,0.42581420938123876
48,0.6,0.5614662170410156
49,1.0,0.6956069317200347
50,1.0,0.567718579756761
51,0.0,0.48252885897837966
52,0.6,0.7451450824737549
53,0.1,0.6922102375372992
54,0.0,0.6852911752688791
55,0.1,0.7625836070724286
56,0.4,0.6366620063781738
57,0.5,0.4258365214882349
58,0.1,0.38745159640509486
59,0.30000000000000004,0.5503535544523519
60,0.6,0.9217178821563721
61,1.0,0.6047912770650734
62,0.5,0.4984486341118328
63,0.9,0.5632164295553669
