d2,d1,value,time_div
0,1,0.7,1.3315911293029785
0,2,0.5,0.5085201263427734
1,2,0.7,0.5927860736846924
0,3,0.4,0.6359570026397705
1,3,0.7,0.4734480381011963
2,3,0.7,0.43717217445373535
0,4,0.7,0.6299169063568115
1,4,0.7,0.8147919178009033
2,4,0.7,0.6133389472961426
3,4,0.5,0.5503151416778564
0,5,0.7,0.7832529544830322
1,5,0.2,0.722689151763916
2,5,0.8,0.8106560707092285
3,5,0.7,0.5147800445556641
4,5,0.7,0.5094637870788574
0,6,0.8,0.5249550342559814
1,6,0.6,0.9086809158325195
2,6,0.8,0.6151289939880371
3,6,0.5,0.6138949394226074
4,6,0.6,0.7170312404632568
5,6,0.7,0.6521377563476562
0,7,0.5,1.0889873504638672
1,7,0.5,0.820000171661377
2,7,0.7,0.5123610496520996
3,7,0.6,0.5107531547546387
4,7,0.5,0.7166759967803955
5,7,0.7,0.5119791030883789
6,7,0.5,0.7246081829071045
0,8,0.7,0.6060349941253662
1,8,0.4,0.717634916305542
2,8,0.8,0.5114972591400146
3,8,0.5,0.513347864151001
4,8,0.8,0.7191963195800781
5,8,0.8,0.5232861042022705
6,8,0.7,0.8074407577514648
7,8,0.5,0.8363392353057861
0,9,0.8,0.6971981525421143
1,9,0.5,0.7167568206787109
2,9,0.4,0.7243740558624268
3,9,0.5,0.681427001953125
4,9,0.5,1.05246901512146
5,9,0.6,0.7168130874633789
6,9,0.5,0.8187859058380127
7,9,0.5,0.8172142505645752
8,9,0.7,0.7181942462921143
0,10,0.6,0.6125669479370117
1,10,0.8,0.61614990234375
2,10,0.8,0.5127959251403809
3,10,0.8,0.51180100440979
4,10,0.8,0.5122308731079102
5,10,0.5,0.9216201305389404
6,10,0.5,2.0854880809783936
7,10,0.7,0.5773410797119141
8,10,0.5,0.6128261089324951
9,10,0.7,1.1063401699066162
0,11,0.6,0.5319359302520752
1,11,0.8,0.6150119304656982
2,11,0.8,0.5134570598602295
3,11,0.7,1.6401960849761963
4,11,0.7,0.609832763671875
5,11,0.7,0.5146520137786865
6,11,0.7,0.611454963684082
7,11,0.7,0.6159701347351074
8,11,0.7,0.6163210868835449
9,11,0.6,0.5114810466766357
10,11,0.7,0.5107970237731934
0,12,0.5,1.4335143566131592
1,12,0.7,1.33243989944458
2,12,0.6,1.1247119903564453
3,12,0.8,0.7187511920928955
4,12,0.2,0.7183527946472168
5,12,0.6,1.0894520282745361
6,12,0.5,0.7559475898742676
7,12,0.4,0.9167847633361816
8,12,0.8,1.0258450508117676
9,12,0.7,0.8194761276245117
10,12,0.8,0.7191839218139648
11,12,0.7,1.2240917682647705
0,13,0.5,0.7174148559570312
1,13,0.7,0.5112390518188477
2,13,0.7,0.5158929824829102
3,13,0.7,0.508476972579956
4,13,0.7,0.6125919818878174
5,13,0.5,0.717731237411499
6,13,0.7,0.5123448371887207
7,13,0.4,0.6148350238800049
8,13,0.5,0.4843909740447998
9,13,0.5,0.5390620231628418
10,13,0.5,0.6106548309326172
11,13,0.5,0.6191508769989014
12,13,0.5,0.6132299900054932
0,14,0.8,0.6143229007720947
1,14,0.7,0.6141290664672852
2,14,0.3,0.6144630908966064
3,14,0.3,0.5130660533905029
4,14,0.7,0.6134951114654541
5,14,0.2,0.44576096534729004
6,14,0.7,0.5785610675811768
7,14,0.3,1.2305021286010742
8,14,0.7,0.6819398403167725
9,14,0.6,0.6544959545135498
10,14,0.8,0.606745719909668
11,14,0.7,0.7174601554870605
12,14,0.7,0.6142778396606445
13,14,0.7,0.7172460556030273
0,15,0.8,0.6138081550598145
1,15,0.6,0.7200901508331299
2,15,0.7,0.5105490684509277
3,15,0.5,0.510422945022583
4,15,0.8,0.513721227645874
5,15,0.9,0.5101850032806396
6,15,0.7,0.5119528770446777
7,15,0.7,0.6142032146453857
8,15,0.7,0.5138349533081055
9,15,0.4,0.6156642436981201
10,15,0.4,0.5110149383544922
11,15,0.8,0.5153088569641113
12,15,0.7,0.5383780002593994
13,15,0.7,0.5832369327545166
14,15,0.5,0.5458681583404541
