n,k,method,total_time_init_candidates_set,total_time_update_bounds,total_time_compute_pdf,total_time_determine_next_question,total_time_llm_response,total_time,api_calls
45,2,Exact_Baseline,,,,,,603.3954173324329,1035
45,2,Naive,,,,,,93.78309568927288,162
45,2,Max_Prob,8.416175842285156e-05,0.0015463829040527344,2.9772214889526367,0.0031023025512695312,42.37503169833467,45.356986034501055,72
64,2,Exact_Baseline,,,,,,1183.5534084622595,2080
64,2,Naive,,,,,,71.40804617344907,124
64,2,Max_Prob,0.00029087066650390625,0.0019161701202392578,11.333232402801514,0.004316806793212891,47.60915278280433,58.9489090331858,82
90,2,Exact_Baseline,,,,,,2334.4127963097926,4095
90,2,Naive,,,,,,109.58979402616302,190
90,2,Max_Prob,0.0005679130554199219,0.002947568893432617,24.6323082447052,0.007171630859375,62.51289335014507,87.1558887076585,108
142,2,Exact_Baseline,,,,,,5808.040590611445,10153
142,2,Naive,,,,,,202.83815184829214,354
142,2,Max_Prob,0.0013587474822998047,0.017444849014282227,273.02286672592163,0.045823097229003906,132.02886824677552,405.11636166642273,231
201,2,Exact_Baseline,,,,,,11598.64958312189,20301
201,2,Naive,,,,,,182.69481780306177,318
201,2,Max_Prob,0.0026123523712158203,0.031333208084106445,881.532726764679,0.08418941497802734,192.15209486077242,1073.8029566008847,337
