d,value,time_rel
0,0.6,0.99674391746521
1,0.5,1.3037166595458984
2,0.6,0.48290491104125977
3,0.6,0.37666893005371094
4,0.6,1.4646484851837158
5,0.4,0.3858325481414795
6,0.4,0.6648139953613281
7,0.4,0.45557165145874023
8,0.3,0.4875502586364746
9,0.5,0.440671443939209
10,0.6,0.4352850914001465
11,0.4,0.4531879425048828
12,0.5,0.459108829498291
13,0.4,0.4952676296234131
14,0.3,0.829517126083374
15,0.4,0.44478559494018555
16,0.4,0.5015740394592285
17,0.3,0.46410679817199707
18,0.3,0.5272526741027832
19,0.5,0.4059314727783203
20,0.6,1.32029128074646
21,0.6,0.6865034103393555
22,0.3,0.397571325302124
23,0.3,0.44711995124816895
24,0.6,0.4913139343261719
25,0.6,0.6220738887786865
26,0.6,0.6424298286437988
27,0.4,0.5165631771087646
28,0.6,1.288942813873291
29,0.3,0.45125746726989746
30,0.3,0.4450855255126953
31,0.6,0.5910978317260742
32,0.6,0.47559309005737305
33,0.4,0.5102429389953613
34,0.3,0.6713597774505615
35,0.4,0.510040283203125
36,0.4,0.44917750358581543
37,0.4,0.4455718994140625
38,0.4,0.44732165336608887
39,0.4,0.47118210792541504
40,0.4,0.7176461219787598
41,0.5,1.3306918144226074
42,0.2,0.40531158447265625
43,0.3,0.508575439453125
44,0.2,0.4018740653991699
45,0.3,0.4637718200683594
46,0.3,0.42118239402770996
47,0.4,0.5330021381378174
48,0.4,0.49682068824768066
49,0.3,0.5550057888031006
50,0.3,0.46535587310791016
51,0.4,0.4126441478729248
52,0.3,0.40871596336364746
53,0.3,0.5804290771484375
54,0.3,0.7486824989318848
55,0.3,0.464465856552124
56,0.2,0.501859188079834
57,0.4,0.37602829933166504
58,0.3,0.6881904602050781
59,0.3,0.647144079208374
60,0.3,0.4529273509979248
61,0.4,0.8875553607940674
62,0.3,0.43488502502441406
63,0.3,0.43218183517456055
64,0.3,0.45115017890930176
65,0.3,0.873502254486084
66,0.3,0.5008151531219482
67,0.6,0.5004279613494873
68,0.4,0.4345521926879883
69,0.4,0.4062364101409912
70,0.5,0.5111184120178223
71,0.4,0.4325273036956787
72,0.3,0.3975369930267334
73,0.3,0.5506627559661865
74,0.4,0.4077334403991699
75,0.5,0.5460047721862793
76,0.3,0.40811824798583984
77,0.3,0.40986156463623047
78,0.3,0.4348869323730469
79,0.4,0.539710521697998
80,0.3,0.529904842376709
81,0.3,0.45438241958618164
82,0.2,0.46344828605651855
83,0.4,0.53127121925354
84,0.7,1.176548957824707
85,0.4,0.8133795261383057
86,0.4,0.8475821018218994
87,0.4,0.42693257331848145
88,0.3,0.4097611904144287
89,0.3,0.7023823261260986
90,0.6,0.38971638679504395
91,0.4,0.5668690204620361
92,0.3,0.5616340637207031
93,0.3,0.3943023681640625
94,0.4,0.6775612831115723
95,0.4,0.39264369010925293
96,0.6,0.440000057220459
97,0.4,0.3833615779876709
98,0.6,0.5492846965789795
99,0.3,0.4906449317932129
100,0.4,0.4169306755065918
101,0.4,0.4524996280670166
102,0.3,0.38826918601989746
103,0.6,0.610600471496582
104,0.4,0.3811361789703369
105,0.2,0.4352552890777588
106,0.3,0.5656077861785889
107,0.6,1.964721441268921
108,0.2,1.1391956806182861
109,0.6,0.4867382049560547
110,0.3,0.399472713470459
111,0.3,0.45781540870666504
112,0.4,0.7783482074737549
113,0.4,0.5559892654418945
114,0.3,0.43395471572875977
115,0.3,0.4894747734069824
116,0.3,0.4760289192199707
117,0.4,0.3707873821258545
118,0.3,0.9132890701293945
119,0.6,0.3931410312652588
120,0.3,0.40920114517211914
121,0.4,0.5667521953582764
122,0.5,0.604271411895752
123,0.4,0.4292874336242676
