n,k,method,total_time_init_candidates_set,total_time_update_bounds,total_time_compute_pdf,total_time_determine_next_question,total_time_llm_response,total_time,api_calls
1000,2,Naive,,,,,,633.112122418885,1079
1000,2,Max_Prob,0.00024628639221191406,5.221366882324219e-05,0.0016355514526367188,7.200241088867188e-05,577.5244453874004,577.526451441325,1002
1000,4,Naive,,,,,,1039.8172991988665,1808
1000,4,Max_Prob,0.0001938343048095703,0.002652883529663086,0.07257413864135742,0.008283138275146484,645.6107805932207,645.6944845879717,1119
1000,6,Naive,,,,,,1184.093985490916,2064
1000,6,Max_Prob,0.00020003318786621094,0.0069620609283447266,0.21017050743103027,0.05134272575378418,751.8113281168786,752.0800034441796,1301
1000,8,Naive,,,,,,1160.5591273584946,2020
1000,8,Max_Prob,0.0002105236053466797,0.01180887222290039,0.34017443656921387,0.15735793113708496,854.3314562183556,854.8410079818901,1488
1000,10,Naive,,,,,,1208.4309178406857,2103
1000,10,Max_Prob,0.00021505355834960938,0.02140951156616211,0.5669870376586914,0.3730940818786621,975.2484625259292,976.2101682105911,1696
