n,k,method,total_time_init_candidates_set,total_time_update_bounds,total_time_compute_pdf,total_time_determine_next_question,total_time_llm_response,total_time,api_calls
1000,2,Naive,,,,,,709.7591400033313,1241
1000,2,Max_Prob,0.0002181529998779297,0.0006835460662841797,6.418514728546143,0.0009675025939941406,577.9505557777102,584.3709397079165,1010
1000,4,Naive,,,,,,1031.0468306387559,1803
1000,4,Max_Prob,0.00023221969604492188,0.007909059524536133,42.68954658508301,0.021657228469848633,622.3965594635969,665.1159045563703,1089
1000,6,Naive,,,,,,1101.3687733316651,1926
1000,6,Max_Prob,0.00025177001953125,0.0194551944732666,103.48859143257141,0.056134939193725586,686.4175846080219,789.9820179442798,1197
1000,8,Naive,,,,,,1191.6714212127401,2086
1000,8,Max_Prob,0.00024509429931640625,0.05087399482727051,277.2190737724304,0.31134557723999023,824.1900295325892,1101.771567971386,1443
1000,10,Naive,,,,,,1214.8364312715364,2123
1000,10,Max_Prob,0.0002849102020263672,0.06878185272216797,383.06278109550476,0.6828048229217529,892.0238283120096,1275.8384809933605,1561
